amount,hour,merchant_cat,device_type,sender_age_days,receiver_age_days,txn_count_1h,same_device,is_fraud
1499.0011360313197,18,7,0,116,309,4,1,0
1844.7699697386772,13,0,0,856,1243,2,1,0
10906.898549425994,15,8,0,341,602,0,1,0
6607.890733209779,7,4,0,501,1582,3,1,0
1204.2763047305323,7,6,1,591,661,4,1,0
1790.4957508762714,20,2,0,1030,51,1,1,0
27385.598081103588,8,9,0,1720,1086,0,1,0
4316.736664920051,18,9,2,1643,380,4,1,0
21425.327981919778,9,3,0,242,1364,4,1,0
6313.20707225273,16,7,1,1960,1855,0,1,0
5246.016483176334,6,3,0,1687,1208,2,1,0
2452.7521965039023,9,7,0,1945,1873,0,1,0
6433.078966333748,8,0,1,1574,1583,4,0,0
1254.0448176408322,15,8,2,662,494,3,1,0
4838.046404547948,14,3,1,1901,875,1,1,0
46475.54832337587,14,3,1,1755,1780,0,1,0
8599.592928119977,9,7,0,1558,1373,1,1,0
1717.573968873224,16,6,0,1258,1010,4,1,0
14483.661491743505,13,3,1,1899,1605,3,1,0
61.676600322144786,9,0,0,588,288,1,1,0
359.1527992589862,22,0,0,1093,187,0,1,0
7202.429510897867,7,0,1,139,1012,3,1,0
14365.460446651567,22,1,0,111,1647,4,1,0
1691.6221914417117,6,2,0,527,1313,3,1,0
6159.469748506613,14,1,0,1796,812,2,1,0
396.65181313881993,20,9,0,625,1083,0,1,0
481.4749855820019,14,9,0,1772,1521,3,1,0
1082.0920420557563,20,3,0,204,89,2,1,0
38751.463329064754,14,7,0,1984,1673,3,1,0
769.4223706666023,19,5,0,557,1161,1,1,0
57838.685616485745,23,1,0,6,6,20,0,1
8372.132888254977,20,1,1,252,377,3,1,0
1706.2389471106817,11,8,2,1693,1789,3,1,0
7854.7210002011525,12,1,0,1486,1418,3,1,0
17870.800313274143,13,9,1,1204,125,1,1,0
3278.8747896605387,21,8,0,581,966,1,1,0
2722.4935712987,12,4,0,1762,770,3,1,0
128033.28642995337,23,9,0,5,6,16,0,1
8271.101295271399,14,4,0,1783,990,0,1,0
54236.4465250878,22,6,0,11,2,22,0,1
5168.8158802782955,17,0,0,1706,920,4,1,0
1323.2344449006575,9,3,0,1399,1296,4,1,0
1725.2683283713654,15,0,0,100,1475,3,1,0
15593.313066775903,22,0,0,1704,1697,4,1,0
10623.040739501737,19,6,1,268,535,0,1,0
4629.080497457685,8,2,1,1768,1681,0,1,0
8868.990352760416,13,3,0,1117,1468,1,1,0
27636.429759026076,9,6,0,990,785,1,1,0
2586.25110114841,17,3,0,1028,1196,2,1,0
12196.552168743217,12,5,0,1679,432,4,1,0
535.15469585649,11,2,0,1751,656,0,1,0
5797.311335717651,9,2,0,818,1063,2,1,0
18059.33840469685,13,6,1,1079,570,0,1,0
103932.59400416125,0,1,0,14,9,17,0,1
4988.12092111755,15,9,0,1033,1122,3,1,0
8244.201560920488,7,4,0,1571,998,3,1,0
2445.7015147697325,11,9,0,1026,342,3,1,0
4674.34033310994,14,0,0,1392,852,3,1,0
984.1220638262183,9,9,0,871,1998,3,1,0
4146.161665441887,9,0,0,298,1417,2,1,0
8380.578142383627,22,5,2,65,1663,2,1,0
21011.35512393105,15,9,0,1839,1210,1,1,0
10582.904541495955,17,0,0,246,987,4,1,0
69413.06384131992,13,5,0,1400,36,3,1,0
5525.405476043211,11,9,0,139,1724,4,1,0
877.0050038714232,12,8,0,765,1593,4,1,0
9593.833896393748,8,4,0,194,1127,1,1,0
3257.3088228170495,8,6,2,899,149,1,1,0
17039.569580257896,7,3,0,1740,1184,0,1,0
630.2728051971391,22,4,0,334,946,2,1,0
1897.5815171622137,15,7,0,131,1408,1,1,0
3401.4709677219166,13,0,1,356,1593,2,1,0
3217.2569683292977,11,7,1,102,1128,3,1,0
4602.498907705562,21,4,0,1664,272,4,1,0
16150.774949375123,13,5,0,624,219,1,1,0
1947.932437355143,7,6,0,470,814,4,1,0
35090.33093325659,22,5,0,5,7,19,0,1
9919.889267146988,16,6,0,1856,752,1,1,0
7938.103781385122,17,4,0,350,654,4,1,0
2214.527152481258,21,1,0,748,377,0,1,0
12607.82714301263,11,7,0,53,1249,3,1,0
3660.4442607919914,19,1,1,1370,1701,4,1,0
2432.2187561244946,21,9,0,986,1741,0,1,0
5123.777713168008,6,3,0,444,1495,3,1,0
8089.222564260725,9,3,0,93,1305,0,1,0
4774.125687819959,12,5,1,1061,1625,0,1,0
7877.525287961603,17,0,1,981,64,2,1,0
1146.374271023252,11,2,0,1490,1446,4,1,0
6212.481159819934,10,8,0,1078,1781,4,1,0
10702.996260103442,9,1,0,1784,99,4,1,0
6472.724766153885,19,2,0,1607,855,3,1,0
20754.211727722497,18,0,0,1519,908,1,1,0
6928.744667159113,13,2,1,810,683,2,1,0
9204.175445960052,18,8,0,294,1853,1,1,0
5502.840375798177,15,8,0,1956,803,3,1,0
718.8211540511471,17,5,0,152,1117,2,0,0
7770.024848607295,6,8,1,1891,1594,1,1,0
1092.2921806196366,19,6,0,844,1075,0,1,0
19337.024822405947,7,8,1,753,1187,4,1,0
29207.698884303427,14,4,0,1513,420,3,1,0
828.5854557903776,18,3,0,83,1005,2,1,0
717.9499809208294,17,8,1,310,1521,0,1,0
5722.95392514751,10,8,0,1476,1251,2,1,0
9439.444432654349,10,0,0,1855,1390,2,1,0
3358.3177645814776,7,7,1,1443,1595,1,1,0
410.5869229070913,22,2,0,1239,694,3,1,0
7245.660820401266,19,1,0,1896,87,1,1,0
2860.633905871636,14,8,1,212,868,3,1,0
4258.233608883184,11,2,2,1791,278,2,1,0
640.8870475855109,14,4,0,544,1274,3,1,0
461.5208017523751,17,5,0,657,860,4,1,0
8666.494915409025,21,7,2,900,1345,4,1,0
20664.655392703393,18,5,0,1842,1683,3,1,0
3223.3301681789108,15,9,0,357,273,1,1,0
5082.846022932661,17,7,0,1479,248,4,1,0
22472.3838268448,23,3,1,3,4,28,0,1
3404.2769695256093,20,1,0,830,1562,2,1,0
200000.0,4,0,0,4,5,28,0,1
1178.0170222069928,20,9,1,1821,71,2,1,0
1437.8865986168319,8,1,0,892,1611,1,0,0
2090.577291202739,10,6,0,537,1928,1,1,0
12031.94411466939,15,7,0,1078,692,4,1,0
562.1688206581,19,8,1,133,56,0,1,0
11191.376913761054,8,4,0,1567,122,2,1,0
12537.67198564229,19,6,0,1243,543,2,1,0
2860.036229276048,7,9,1,1323,1796,4,1,0
1486.0473633731701,19,5,0,381,1585,1,1,0
2498.2615479253764,9,4,0,461,1884,1,1,0
9606.720820018845,7,5,0,1514,773,0,0,0
6470.791079895386,12,6,0,1226,420,2,1,0
5403.415105547793,22,8,0,1526,1048,3,1,0
5947.334071975829,20,7,1,1156,943,2,1,0
2204.1545948228963,8,0,0,1861,690,1,1,0
47669.230288584804,22,5,1,1,8,26,0,1
11995.99832356776,8,0,0,1458,1901,3,1,0
8641.434577152098,21,3,1,1516,1924,0,1,0
3532.7408680831186,8,3,0,950,1452,4,1,0
2415.412673353841,20,9,0,409,543,4,1,0
6799.351121703699,11,4,0,361,41,2,0,0
1680.3959761387039,12,1,0,1897,269,3,1,0
6409.108434125084,21,3,0,1196,1396,1,1,0
1850.101944365667,12,2,0,1982,582,2,1,0
2657.9454739245652,17,4,0,641,263,3,1,0
7459.548308760475,20,7,2,1776,403,2,1,0
10115.862372987343,11,5,1,667,723,2,1,0
2918.892317843864,21,6,0,874,154,1,1,0
116831.00236165404,22,7,0,3,3,15,0,1
4840.110061456604,9,1,0,552,1277,4,1,0
3298.7055484490265,12,4,0,380,1198,2,1,0
2033.254826496905,19,4,0,1542,179,1,1,0
13322.88122920001,17,6,1,200,378,4,1,0
1868.1782412375055,10,8,0,502,255,1,1,0
645.6561475632188,21,6,0,1564,1940,4,1,0
7116.818306993734,20,4,0,64,1849,0,1,0
9439.78650709239,20,9,0,107,164,1,1,0
8872.894034744231,12,0,2,352,1371,4,1,0
4434.948323534461,6,2,0,1167,776,2,1,0
4571.619951603367,14,9,0,370,612,3,1,0
27176.15461313151,20,3,2,625,201,1,1,0
4799.612997846729,11,9,0,460,1879,3,1,0
19506.261972319666,7,4,0,1145,910,1,1,0
11539.758605230725,16,3,0,1421,1827,1,1,0
2822.6953626245167,8,2,0,1134,1367,0,1,0
9042.535830187155,15,0,0,1649,310,4,1,0
7250.422550862862,16,0,1,364,283,2,1,0
12334.894131340458,21,5,2,1506,96,1,0,0
8856.616190070692,16,8,1,514,1595,2,1,0
8731.134950991338,13,4,2,1871,72,2,1,0
3512.5115734065075,22,6,0,721,1725,0,1,0
10936.785494681155,19,7,0,167,1585,1,1,0
3042.199134721296,20,9,0,1541,1067,2,1,0
5306.358357619768,17,8,0,1173,1794,1,1,0
29365.203822941246,10,6,0,1962,380,2,1,0
3724.650809936355,16,6,1,1183,1484,4,0,0
5065.228116409524,7,5,0,1973,1050,0,1,0
6251.403423550812,21,0,2,954,1357,4,1,0
5398.490072389017,7,3,0,1240,145,0,1,0
33773.744579271835,16,3,0,1213,1648,4,1,0
1170.948321683741,14,6,0,367,1401,4,1,0
3562.1520889295325,17,0,0,1766,392,1,1,0
14389.615544483942,16,8,2,1663,1821,4,1,0
7257.727122041061,12,8,0,1143,546,3,1,0
1914.1797420881405,14,1,0,1168,1229,3,1,0
10516.412944409023,10,9,0,481,93,4,1,0
1943.5817366250062,8,0,1,1691,1240,2,1,0
191.6017087683141,7,8,0,1807,122,4,1,0
41864.85966239279,9,2,2,209,1788,1,1,0
1420.5091971895843,19,2,0,801,516,2,1,0
181.39510209791158,12,4,0,1078,1426,4,1,0
5074.387041276639,20,9,0,772,611,2,1,0
17817.018912096635,19,7,0,598,853,0,1,0
13538.08669104781,13,7,0,1710,1858,2,1,0
681.6522110061741,13,1,0,936,1057,1,1,0
6124.24435260054,6,7,0,914,687,2,1,0
5449.062628022705,18,9,0,1799,1240,1,1,0
63206.57938580122,6,1,0,1177,490,1,1,0
2222.303899349667,7,7,0,45,219,4,1,0
12077.084297968284,6,4,1,733,1167,0,1,0
20537.45811184071,11,6,0,1523,248,3,1,0
36652.2863316401,10,2,1,766,1544,3,1,0
2130.2787208320824,7,0,1,1597,279,4,1,0
2173.11524791435,15,7,0,88,222,0,1,0
4940.239895336016,13,3,0,1012,1288,4,0,0
2604.9110374643083,9,3,0,899,1727,2,1,0
1861.393871563719,13,8,0,1797,1289,3,1,0
1856.49280540581,19,7,0,47,1281,3,1,0
2275.6956685942373,14,1,0,982,1362,0,1,0
4736.754148328543,16,9,0,358,1056,3,1,0
4185.6297210378925,19,6,0,1151,1226,0,1,0
1888.818561466059,15,7,0,473,1687,0,1,0
5592.734274897838,16,4,0,348,901,2,1,0
110991.4523990013,14,8,2,958,1040,3,1,0
807.4220103278897,21,9,0,90,1921,2,1,0
318.3382782793146,15,6,0,1671,625,2,1,0
6960.791553272204,8,9,0,1544,779,0,1,0
10705.429883287756,8,1,0,1454,600,0,1,0
2984.3150717268645,13,3,0,1375,211,4,1,0
2896.436927081005,22,4,0,363,593,1,1,0
7751.371672889657,22,3,0,867,1061,3,1,0
9609.67076435842,10,9,1,901,151,1,1,0
3595.5939046581598,16,4,0,516,752,1,1,0
1418.3017676403967,12,6,0,1667,331,1,1,0
4287.055176307262,11,1,1,153,1476,2,1,0
2874.3695668948117,8,1,0,512,339,3,1,0
5539.460828274309,18,9,1,664,184,4,1,0
3918.0814260156067,19,7,0,507,252,4,1,0
8600.662607045682,19,6,0,1082,923,3,1,0
6564.079938126201,10,0,1,1087,281,3,1,0
42959.71422618357,1,5,1,10,1,25,1,1
378.03972576097675,15,0,0,125,1501,2,1,0
516.1582893990776,20,4,0,811,488,2,1,0
19302.04607023127,16,6,0,1646,1602,2,1,0
6819.537312785861,6,4,0,155,1902,2,1,0
3220.3264775680104,16,2,0,533,305,1,1,0
772.0261871576469,10,4,0,704,648,4,1,0
1831.2564085432912,17,1,0,796,1297,0,1,0
13472.013855511399,18,5,0,765,1728,2,1,0
9641.66784439446,14,4,0,45,1254,4,1,0
65371.351545125595,4,9,0,8,2,29,0,1
16234.907679274065,16,3,0,1064,931,0,1,0
200000.0,3,4,1,13,9,22,0,1
979.3766751926333,6,7,0,443,1853,4,1,0
2101.995822827023,14,3,0,921,994,1,1,0
7678.052157619625,18,7,1,1939,1256,1,1,0
532.4056897879261,21,4,0,682,1408,2,1,0
22447.396333304914,13,1,2,594,585,1,1,0
1299.1122558616116,11,6,0,860,736,4,1,0
4262.976978451405,11,2,0,1679,1976,1,1,0
4555.37386972698,17,6,0,958,1367,4,1,0
5651.985046281971,10,2,0,1933,1308,1,1,0
3321.1022164464343,18,9,0,1027,608,4,1,0
8109.933632319618,18,9,0,1278,1013,3,1,0
188.65427250214174,7,0,0,1388,466,4,1,0
39291.91008810822,19,0,2,1446,1733,3,1,0
1433.416215159695,13,8,0,176,928,2,1,0
10185.80812343135,8,0,1,924,602,4,1,0
3259.049520117898,7,9,0,175,593,4,1,0
726.6387569161218,7,5,0,1373,1887,1,1,0
7932.934374852695,6,0,1,519,253,0,1,0
4621.1023984085,18,0,1,307,1881,4,1,0
14459.071559867609,22,8,0,1179,1247,1,1,0
8716.207695036352,12,9,0,1646,794,0,1,0
35612.18029294739,8,4,0,1602,1540,4,1,0
4782.782024185118,14,4,0,196,1723,4,1,0
3983.9870011793796,14,1,0,201,669,1,1,0
4982.736548919665,19,4,0,1629,1404,1,1,0
5472.062055098317,14,2,0,529,713,4,1,0
15493.277883414788,6,7,0,1831,1892,3,1,0
4750.589512474362,8,8,0,365,641,2,1,0
10204.12904645104,17,8,0,1520,1124,3,0,0
2746.279336566249,22,2,0,1897,810,0,1,0
1921.9592727057175,6,1,0,1410,1737,3,1,0
11897.108344800128,18,8,0,295,1094,1,1,0
65797.04038998384,22,1,0,596,972,0,1,0
1985.8084904228494,6,3,0,935,1625,3,1,0
39639.352361947844,13,0,0,1000,695,1,1,0
5461.919018604461,19,6,1,779,547,1,1,0
30517.041470084783,14,1,0,449,749,3,1,0
1512.5869807776442,15,2,0,465,681,1,1,0
1116.8017463394233,9,4,2,1301,293,1,1,0
936.4582984720159,11,9,0,652,652,2,1,0
1577.0323804977897,20,3,0,1780,451,2,1,0
3944.3637189016213,19,9,1,427,71,3,1,0
6442.4991295261625,19,4,0,1869,1546,2,1,0
4812.555521276335,9,7,0,676,517,0,1,0
6480.724392832961,11,5,2,725,838,4,1,0
2959.599148641519,19,9,0,1937,1373,3,1,0
1310.355566939726,11,3,0,1547,366,3,1,0
6107.095946938359,17,5,2,1621,623,2,1,0
1142.982747219986,21,6,0,1344,444,3,0,0
2358.6250913739996,14,8,0,863,1526,2,1,0
22001.42716963406,12,3,0,969,1116,3,1,0
2151.364258824145,6,4,1,257,745,1,1,0
2626.657544907872,14,9,0,788,1607,1,1,0
17688.44534255707,13,5,0,505,810,3,1,0
4565.033742072799,14,2,0,662,1482,2,1,0
2183.1061108165686,19,1,0,1208,832,4,1,0
8433.98628463776,13,2,0,99,1569,2,1,0
3974.552104133647,20,5,0,1776,206,0,1,0
17505.970348167484,18,4,0,1288,768,0,1,0
19103.53322834106,10,6,0,1757,1605,0,1,0
22169.865871320737,16,9,1,1040,1911,3,1,0
664.8174588284188,13,2,0,1975,1268,2,1,0
3214.340794175783,22,3,0,1305,469,3,1,0
2439.225605925722,22,4,0,408,946,3,1,0
1542.9508317654327,7,9,0,723,1414,3,0,0
7359.013198387517,8,3,0,627,874,3,1,0
56873.91602607583,11,6,1,661,707,1,1,0
7457.765905861409,21,9,0,1892,808,2,1,0
7026.1159170153815,16,7,0,1740,1110,1,1,0
5852.309545643921,19,8,0,1498,166,1,1,0
71.16122350523553,6,4,2,588,1318,2,1,0
25358.81887878393,18,0,0,1963,631,2,1,0
3513.5696804520253,18,9,0,937,71,2,1,0
3129.2401029855646,22,8,0,1845,1321,0,1,0
4008.68909022662,14,1,0,982,528,2,1,0
1240.5129100925767,18,6,0,1899,651,1,1,0
3756.419054667615,22,7,0,360,1556,2,1,0
2297.6485240137017,14,0,0,103,1198,2,1,0
3626.8709448448,15,8,0,138,1733,2,1,0
634.7411898559283,10,9,0,531,1895,2,1,0
23585.784647474804,21,9,0,1142,516,0,1,0
2966.0494201878446,20,1,0,1355,1465,0,1,0
45925.742318894336,20,1,0,699,840,4,1,0
9531.39032750029,19,1,0,211,1973,1,1,0
62616.706072387584,3,1,1,14,3,29,0,1
583.0786275382526,16,5,0,509,1087,2,1,0
426.1220428136691,18,8,0,1340,1778,4,1,0
622.4469952645035,9,2,1,1049,1571,1,1,0
1674.2073947037957,13,4,0,1305,1292,4,1,0
7748.315187873357,19,6,0,1891,1295,0,1,0
6513.130044410876,8,8,0,1569,254,4,1,0
1689.1405027344265,17,4,1,553,1752,1,1,0
10370.851059823066,16,8,1,246,1630,3,1,0
15147.620472256966,11,9,0,554,1111,4,1,0
7163.530198984392,21,4,0,368,97,3,1,0
10982.903227612916,18,3,0,598,140,4,1,0
1266.7951955184155,16,7,2,1674,569,2,1,0
114928.53223622098,0,8,2,2,9,24,0,1
5089.055262858004,18,3,0,824,1472,3,1,0
8784.804554553904,10,6,0,1498,1228,3,1,0
9791.061336704806,13,5,0,481,1486,1,1,0
17224.319678359516,11,5,0,494,1798,3,1,0
1381.3468005444233,17,6,2,1902,820,1,0,0
952.1240409731256,18,9,1,838,1796,1,1,0
14820.478832751583,17,5,0,1172,340,2,1,0
2936.137894264815,15,9,0,1597,741,3,1,0
3707.383906802726,11,2,2,278,811,4,0,0
2013.6295630944626,13,3,1,1452,1041,4,1,0
7847.512903821132,22,7,0,1556,285,4,1,0
3835.598972210757,14,5,0,1469,626,0,1,0
18831.317632921986,10,6,0,1543,937,2,1,0
6064.329730115152,11,5,0,723,1866,3,0,0
797.2511068178948,19,8,0,43,1965,4,1,0
9579.812577873296,21,0,2,871,290,0,1,0
704.9502807580668,15,1,1,1314,1918,4,1,0
1422.3454696946183,7,0,1,1950,627,1,1,0
30044.109256973123,15,6,0,1070,367,2,1,0
2888.1686984924545,14,2,1,1263,1363,0,1,0
4941.410415345459,18,2,0,1216,1426,3,1,0
2431.2996260370487,9,5,1,460,1939,0,1,0
3636.1361309643994,19,7,0,880,304,1,1,0
2331.4499261155443,12,7,0,1658,548,3,1,0
284.7093216501061,15,6,0,1715,328,0,1,0
8818.386373304718,14,9,1,952,1641,4,1,0
37144.36379602797,3,7,0,5,6,22,1,1
198.91844196324843,20,6,0,1415,1955,1,1,0
4032.681192783741,6,5,0,1222,130,3,1,0
3703.393221993385,22,5,0,1400,1155,1,1,0
3954.2103769915943,22,4,0,1403,186,4,1,0
1986.0012854294503,19,8,0,1674,220,1,1,0
52482.010051799436,6,6,0,1752,1007,2,1,0
1416.0227130428757,20,2,0,808,166,1,1,0
298.76599936812664,18,8,2,1434,126,2,1,0
7317.586902351864,13,4,2,389,1528,1,1,0
13845.354243385265,15,0,1,1686,1959,3,1,0
5163.7380495887155,15,4,0,1659,1767,4,1,0
9879.533046929644,7,0,1,748,941,4,1,0
4062.8427631786267,12,7,0,1555,1973,1,1,0
9678.401224348092,14,1,0,682,1544,3,0,0
83229.71113493273,16,8,2,175,1031,3,1,0
27238.364570618225,17,0,0,1532,1021,2,1,0
1086.961024032333,11,0,0,94,1581,3,1,0
31036.12694933521,22,5,0,1615,1750,1,1,0
2345.775983809545,7,9,0,191,1244,2,1,0
2010.2622667859048,7,8,0,1143,453,3,1,0
1389.2534383913796,22,0,0,1701,916,1,1,0
9555.553700207216,19,7,0,986,315,1,1,0
10615.312135259514,18,7,2,1872,536,0,0,0
429.09578623726765,13,2,1,926,278,4,1,0
865.6364641680888,7,4,0,1849,1130,4,1,0
960.7438948801407,9,8,1,551,1092,0,1,0
1323.468698096942,6,9,0,1983,370,4,1,0
12491.779604120005,19,1,0,262,172,4,1,0
13974.469329248725,21,8,2,295,1090,3,1,0
16505.527183994775,16,0,0,1806,1087,2,1,0
7433.841661316707,15,3,0,471,1275,2,1,0
3363.206635449417,8,6,0,1762,1723,1,1,0
2561.1073504912315,8,8,1,336,302,4,1,0
13073.980159347833,19,2,1,336,252,2,1,0
11973.302799305226,13,3,0,1480,1536,0,1,0
2037.057105725342,16,2,0,321,1795,3,1,0
26484.855908789017,13,2,0,754,1687,4,0,0
4779.98107807843,19,8,0,1931,543,4,1,0
4498.628021921564,6,0,0,232,1100,2,1,0
1517.3890323769488,18,8,0,1638,1493,0,1,0
13605.362921601214,14,9,0,1972,1811,3,1,0
492.78996016902727,9,3,0,491,1392,3,1,0
2781.051797784262,6,9,0,1430,728,3,1,0
226.40077960663874,13,5,2,1516,307,3,1,0
16812.972360653708,14,7,0,1219,108,2,1,0
527.5256618085527,16,8,0,721,1215,2,1,0
450.4292986779043,7,1,0,1104,742,2,1,0
20250.988524119173,12,6,0,484,959,4,1,0
794.6759616523326,15,6,0,441,40,2,1,0
7107.408145166038,21,8,2,744,1321,1,1,0
9491.135198979193,10,2,0,1983,1611,1,1,0
45770.44101897284,7,9,0,1946,451,4,1,0
4699.502566303475,15,8,1,168,1582,3,1,0
4820.8551029832815,22,8,0,241,1619,3,1,0
4144.5623216834765,11,0,1,578,930,0,1,0
4692.6563441625485,20,1,0,1800,92,1,1,0
15324.061694508662,6,6,0,204,1113,1,1,0
526.5426283032479,8,2,1,1164,1696,0,1,0
829.9600134539547,11,7,0,32,727,1,1,0
114982.07147724638,1,1,1,9,9,29,0,1
951.3995501043436,18,9,0,534,1255,4,1,0
10273.552437771932,21,2,0,478,1776,3,1,0
1647.9875227505786,16,6,0,742,566,4,1,0
4154.045035628816,8,5,0,281,1813,0,1,0
7568.807464006332,12,5,0,711,1443,2,1,0
2665.1813642152065,19,3,1,765,858,2,1,0
1125.1726177923856,20,8,0,99,853,0,1,0
6274.365098328934,12,4,1,1692,1658,4,1,0
20706.932028970063,7,8,2,495,688,2,1,0
27808.59642174991,21,3,1,685,674,2,1,0
5584.685696325508,7,8,0,454,1152,4,1,0
1031.4271216962745,17,9,2,1861,198,1,1,0
4435.132561957813,9,4,1,906,1090,1,1,0
20811.08315655107,20,9,2,1258,1906,4,1,0
32337.876590588974,14,2,1,247,1919,2,1,0
1926.4901489124973,8,4,0,1388,45,4,1,0
2056.543382506767,9,3,0,1958,669,0,1,0
10561.441812146877,16,6,0,351,1171,4,1,0
2007.5296603245922,21,4,0,266,425,0,1,0
1419.890182274534,19,9,2,434,418,2,1,0
5028.0596035624585,22,9,0,201,253,1,1,0
6733.379359880346,14,3,0,312,255,1,1,0
10459.697393478247,13,4,0,1365,630,0,1,0
5332.438756860318,18,2,0,343,57,3,1,0
30837.210156834193,8,7,0,41,380,4,1,0
3451.0609875410846,22,2,1,485,1757,0,1,0
16568.506629159034,7,4,0,302,417,4,1,0
8797.632038951488,17,9,1,210,109,2,1,0
10338.627047899985,11,7,0,222,1504,3,1,0
5645.7562052469175,14,1,0,232,962,0,1,0
7370.290658354147,18,0,0,1678,255,0,1,0
3948.7993467328433,16,7,0,1194,1168,2,1,0
2631.4594746322605,7,7,1,1551,365,4,1,0
14200.39821428059,9,3,0,986,1706,2,1,0
5100.535094195984,6,5,1,1005,1464,1,1,0
2972.374333858229,11,4,1,1576,379,4,1,0
3470.8307774930163,12,1,0,180,1649,0,1,0
5003.350416192048,21,0,0,1298,1315,1,1,0
7049.681856972046,14,6,0,699,955,0,1,0
3432.320441458114,8,7,1,1546,691,1,0,0
2850.8377287268277,15,3,2,1571,1813,1,1,0
4236.229343600344,7,9,1,125,537,0,1,0
1439.1429026247802,14,4,0,1607,1473,1,1,0
21663.254588439057,11,0,0,1462,1311,2,1,0
1084.3156394861917,9,4,2,146,1478,3,1,0
531.9995385329838,11,7,0,1631,598,2,1,0
17517.267579441796,7,2,0,468,898,3,1,0
7803.824436264778,11,5,0,1107,736,1,1,0
175.28388562180044,10,1,0,1941,350,0,1,0
21189.694308463426,9,7,0,1623,697,2,1,0
